services,date,time,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method
cab premium,2024-06-23,14:17:20,cancelled,Indiranagar 5th Stage,Kadubeesanahalli,50,RD8557250482330188,29.44,,,,
auto,2024-07-12,22:23:20,completed,HSR Layout Sector 2 South,JP Nagar Phase 4,79,RD8676336928112416,10.04,123.78,35.64,159.42000000000002,QR scan
cab premium,2024-07-03,15:19:20,completed,Koramangala 2nd Block,Malleshwaram 9th Block,106,RD5891354679109989,32.92,265.37,29.03,294.4,Amazon Pay
cab premium,2024-06-30,21:08:20,completed,Residency Road,RT Nagar,92,RD6712788729526934,23.19,417.95,33.28,451.23,Cash
cab economy,2024-06-25,19:44:20,completed,Basaveshwaranagar,RT Nagar,37,RD7719780720076069,49.01,632.21,23.12,655.33,Amazon Pay
auto,2024-07-20,02:43:20,completed,Benson Town,Hennur,120,RD1205795876418625,48.61,794.12,6.83,800.95,Amazon Pay
parcel,2024-06-29,17:03:20,cancelled,Koramangala Central,JP Nagar 1st Phase,5,RD3412137458821956,4.19,,,,
cab premium,2024-07-02,05:20:20,completed,HSR Layout Sector 10,Brigade Road Garuda Mall,39,RD3994837607562612,33.59,231.65,14.62,246.27,Amazon Pay
bike,2024-07-13,01:08:20,cancelled,Indiranagar Central,Banashankari 2nd Stage,22,RD7589436182839039,2.95,,,,
auto,2024-07-08,16:13:20,completed,Rajajinagar 5th Block,Sadashivanagar,54,RD8605357518291694,4.05,926.15,10.2,936.35,Amazon Pay
parcel,2024-07-10,15:35:20,cancelled,Hebbal North,Banashankari 2nd Stage,22,RD4910693678902437,36.23,,,,
bike,2024-06-24,09:07:20,cancelled,Rajajinagar 5th Block,Brigade Road Central,20,RD3886106844157935,31.64,,,,
auto share,2024-07-03,14:51:20,completed,Jayanagar 3rd Block East,Victoria Layout,73,RD8824274683628735,37.38,685.56,30.37,715.93,Cash
auto,2024-06-24,22:47:20,cancelled,Malleshwaram 10th Block,Infantry Road,68,RD4491423674785509,30.4,,,,
parcel,2024-07-08,11:31:20,cancelled,HSR Layout,Magadi Road,100,RD2771424146312574,44.69,,,,
auto,2024-07-15,19:18:20,completed,Jayanagar 10th Block,Cubbon Road,92,RD9931952630611001,12.35,571.24,43.81,615.05,Paytm
auto,2024-06-29,00:24:20,completed,Jayanagar 3rd Block,Koramangala 1st Block,31,RD3989196427123281,3.32,540.69,3.2,543.8900000000001,QR scan
auto share,2024-07-17,10:29:20,cancelled,Brigade Road Residency Road,Indiranagar East,34,RD4767244693417844,27.22,,,,
auto,2024-06-27,23:00:20,cancelled,MG Road Garuda Mall,Whitefield Kadugodi,46,RD8719024091406400,31.88,,,,
cab economy,2024-06-27,21:47:20,cancelled,Brigade Road East,Chikpet,24,RD5930541725327007,38.95,,,,
auto share,2024-07-12,00:20:20,completed,JP Nagar Phase 9,Jayanagar 7th Block East,15,RD1280338379802278,40.45,357.86,11.32,369.18,QR scan
cab premium,2024-06-29,17:46:20,cancelled,Hebbal Byatarayanapura,Jayanagar,99,RD1266112050550808,7.8,,,,
cab economy,2024-07-05,06:05:20,cancelled,Indiranagar 1st Stage,Sanjay Nagar,99,RD2175590575254229,13.99,,,,
parcel,2024-07-22,01:55:20,cancelled,JP Nagar Central,Jayanagar 6th Block East,109,RD9721655884712725,30.01,,,,
bike,2024-06-29,08:55:20,completed,Banashankari 8th Stage,Nandi Hills,65,RD3331144614999581,14.84,791.63,43.73,835.36,phonePy
auto share,2024-06-23,19:07:20,completed,Hebbal South,JP Nagar Phase 9,108,RD5840139508848309,37.36,778.06,4.36,782.42,phonePy
cab economy,2024-07-22,00:36:20,cancelled,Brigade Road West,Whitefield Channasandra,102,RD9124855582634701,30.58,,,,
cab economy,2024-07-15,11:46:20,completed,Indiranagar 8th Stage,Jayanagar 7th Block East,120,RD7078607438033388,45.7,347.44,49.75,397.19,Amazon Pay
auto share,2024-07-19,23:05:20,completed,Frazer Town,Koramangala 3rd Block,88,RD6391003333064548,33.63,136.15,4.67,140.82,Cash
bike,2024-07-05,18:54:20,cancelled,Jayanagar 2nd Block East,Shivajinagar,111,RD3334414031837810,5.77,,,,
bike lite,2024-07-01,21:31:20,completed,JP Nagar Phase 3,Kengeri,81,RD4675100188079648,28.12,654.69,47.86,702.5500000000001,Paytm
cab premium,2024-07-07,21:05:20,cancelled,HSR Layout Sector 10,Malleshwaram 3rd Block,5,RD7908306048065245,16.71,,,,
auto,2024-07-19,10:49:20,completed,Brigade Road Eva Mall,JP Nagar Phase 7,71,RD8973307774468707,42.5,475.19,22.86,498.05,phonePy
bike lite,2024-07-04,01:55:20,cancelled,Malleshwaram 7th Block,Indiranagar 9th Stage,108,RD1534332374217013,16.97,,,,
bike,2024-07-17,10:18:20,completed,Jayanagar 2nd Block East,Whitefield Kadugodi,46,RD1469205598255559,16.09,713.66,16.23,729.89,Amazon Pay
bike lite,2024-07-12,18:02:20,cancelled,Whitefield Mahadevapura,Marathahalli Ring Road,68,RD2414285252387936,49.26,,,,
bike,2024-07-03,01:27:20,cancelled,HSR Layout Sector 10 South,Malleshwaram 4th Block,57,RD8438095741911486,26.14,,,,
auto share,2024-07-21,21:44:20,completed,Brigade Road,HSR Layout Sector 9,111,RD2451868271282164,2.61,812.0,46.32,858.32,QR scan
parcel,2024-07-17,16:58:20,cancelled,JP Nagar 4th Phase,Richmond Town,101,RD6323098363702834,1.22,,,,
bike lite,2024-06-23,02:02:20,completed,Jayanagar 3rd Block East,Shivajinagar,62,RD9533397600391155,47.11,447.23,32.99,480.22,Cash
cab economy,2024-06-27,12:18:20,completed,HSR Layout Sector 2,Vasanth Nagar,9,RD2162969170370508,19.56,527.47,37.84,565.3100000000001,GPay
bike lite,2024-07-14,13:27:20,completed,Marathahalli Ring Road,Victoria Layout,95,RD7307425412308750,7.7,156.98,27.51,184.48999999999998,QR scan
bike lite,2024-06-26,02:31:20,cancelled,Bannerghatta Road,Whitefield North,92,RD8416923012081320,34.72,,,,
auto share,2024-07-02,23:20:20,cancelled,Brigade Road Garuda Mall,MG Road Central,45,RD1310407386245517,32.83,,,,
auto share,2024-07-08,16:19:20,completed,Koramangala West,Koramangala,59,RD4181211796390187,31.89,168.78,49.75,218.53,Paytm
cab premium,2024-06-23,22:30:20,completed,Marathahalli South,MG Road Anil Kumble Circle,74,RD8378714358164233,32.26,425.69,8.05,433.74,phonePy
bike,2024-07-03,03:46:20,cancelled,Cubbon Road,JP Nagar Central,13,RD7252950892428578,12.19,,,,
cab premium,2024-06-25,17:10:20,completed,Rajajinagar 8th Block,MG Road South,104,RD4869945259686537,13.18,304.51,13.41,317.92,phonePy
cab economy,2024-07-03,15:33:20,cancelled,HSR Layout Sector 2,JP Nagar Phase 5,110,RD3875724412571074,19.78,,,,
cab premium,2024-07-22,02:08:20,cancelled,Marathahalli South,Indiranagar 6th Stage,57,RD3630519319311804,3.28,,,,
auto share,2024-07-06,03:17:20,completed,HSR Layout Sector 3,HSR Layout Sector 3 North,87,RD3419930350944154,9.96,874.79,33.8,908.5899999999999,QR scan
auto,2024-07-21,01:52:20,completed,Malleshwaram 4th Block,Marathahalli,76,RD3107487058549680,26.45,103.64,38.79,142.43,Cash
cab premium,2024-06-24,04:44:20,cancelled,JP Nagar,Banashankari 7th Stage,80,RD6985112166512421,1.09,,,,
cab premium,2024-07-06,15:33:20,completed,HSR Layout Sector 8,MG Road Brigade Road,6,RD9969963309507922,32.74,422.5,12.59,435.09,QR scan
parcel,2024-07-16,08:53:20,completed,Whitefield Central,Anand Nagar,35,RD3750338177542879,21.67,281.42,47.64,329.06,Paytm
bike lite,2024-06-28,16:44:20,cancelled,Malleshwaram South,BTM Layout 2nd Stage,55,RD1030304246151339,2.82,,,,
auto share,2024-06-30,03:29:20,cancelled,Jayanagar 3rd Block,HSR Layout Sector 6 South,29,RD6659586981911176,22.54,,,,
cab premium,2024-06-26,06:26:20,cancelled,JP Nagar Phase 1,Marathahalli Colony,79,RD6232589893081641,35.66,,,,
bike lite,2024-07-08,14:30:20,cancelled,JP Nagar Phase 4,HSR Layout Sector 1,99,RD7038807625207988,26.06,,,,
auto,2024-06-30,19:48:20,cancelled,Basaveshwaranagar,Indiranagar East,93,RD2432469301097837,44.91,,,,
parcel,2024-06-28,06:42:20,completed,Banashankari 2nd Stage,Sanjay Nagar,66,RD8989761428045840,18.14,771.02,7.26,778.28,Cash
auto,2024-07-04,06:50:20,cancelled,Whitefield Channasandra,Banashankari 2nd Stage,40,RD3152958220276255,36.91,,,,
cab premium,2024-06-28,13:27:20,cancelled,Kengeri,Anand Nagar,109,RD6995294372487756,11.07,,,,
auto,2024-07-14,08:00:20,completed,MG Road West,Neelasandra,86,RD2967235397215942,21.69,448.25,3.65,451.9,QR scan
bike,2024-07-16,09:27:20,cancelled,Shivajinagar,JP Nagar Phase 5,101,RD6174587283069098,39.53,,,,
bike,2024-07-13,00:05:20,cancelled,Banashankari 5th Stage,MG Road Symphony Theatre,61,RD8580437815942820,23.22,,,,
bike,2024-07-14,16:00:20,cancelled,Brigade Road Garuda Mall,MG Road West,47,RD8481506883490623,11.78,,,,
parcel,2024-07-05,00:33:20,cancelled,Banashankari 2nd Stage,Neelasandra,37,RD9398052848401063,43.02,,,,
bike,2024-07-08,06:15:20,cancelled,Malleshwaram 7th Block,KR Puram,93,RD5947230687003863,40.55,,,,
cab premium,2024-06-30,09:28:20,completed,JP Nagar 3rd Phase,HSR Layout North,17,RD9707665420346792,41.58,723.01,5.32,728.33,phonePy
cab premium,2024-06-27,12:37:20,cancelled,Nandini Layout,HSR Layout West,58,RD9542468499684529,9.56,,,,
cab premium,2024-07-13,05:39:20,cancelled,Varthur,JP Nagar 8th Phase,77,RD2497289111058089,1.43,,,,
cab economy,2024-07-07,20:59:20,completed,Infantry Road,Marathahalli East,60,RD9534707430501805,1.69,630.07,8.32,638.3900000000001,Paytm
bike lite,2024-07-13,00:39:20,cancelled,Whitefield North,Malleshwaram East,70,RD2280339865312659,11.39,,,,
auto share,2024-06-29,11:48:20,cancelled,Majestic,HSR Layout Sector 1 South,89,RD5007851493222377,28.8,,,,
auto share,2024-07-21,17:29:20,completed,Hebbal Byatarayanapura,Shantinagar,35,RD9236302468421761,28.26,504.66,20.86,525.52,phonePy
bike lite,2024-07-05,02:20:20,completed,JP Nagar Phase 5,MG Road Symphony Theatre,28,RD9023645311154240,25.27,619.54,31.69,651.23,Cash
auto share,2024-07-02,11:57:20,cancelled,Panathur,JP Nagar Phase 6,115,RD7165079600627061,3.06,,,,
bike lite,2024-07-08,15:41:20,cancelled,Indiranagar 10th Stage,Basaveshwara Nagar,91,RD1786809092676698,19.18,,,,
auto share,2024-07-21,02:42:20,completed,Jayanagar 4th Block East,HSR Layout Sector 1 North,92,RD6964970531757144,37.0,659.49,8.82,668.3100000000001,GPay
bike,2024-07-01,21:47:20,cancelled,Jayanagar 9th Block,Richmond Road,85,RD1431288743351237,14.07,,,,
bike,2024-07-13,23:43:20,completed,Hennur,JP Nagar Phase 10,62,RD7313919649159506,38.81,383.41,32.55,415.96000000000004,QR scan
auto share,2024-07-06,10:42:20,completed,HSR Layout Sector 7 South,Jayanagar 5th Block,30,RD1140762935945583,39.06,668.64,16.38,685.02,phonePy
bike,2024-07-06,14:31:20,cancelled,Peenya,Hebbal Sanjay Nagar,26,RD7779231320377149,3.87,,,,
parcel,2024-07-13,09:50:20,cancelled,JP Nagar Phase 3,MG Road Central,10,RD5541255388199289,4.58,,,,
bike lite,2024-07-02,18:58:20,cancelled,Jayanagar 4th Block East,Vijayanagar,43,RD2058061728136627,14.15,,,,
bike,2024-07-02,03:16:20,completed,Hennur,Indiranagar 5th Stage,105,RD8458223816033011,42.19,370.44,41.21,411.65,phonePy
auto,2024-07-19,20:08:20,completed,MG Road Cubbon Park,Koramangala South,17,RD5724865838425216,8.28,872.76,30.77,903.53,phonePy
auto,2024-07-14,14:17:20,completed,Whitefield East,Koramangala 7th Block,5,RD2779969645351590,35.1,656.7,27.43,684.13,GPay
auto,2024-07-19,09:10:20,cancelled,HSR Layout Sector 3 South,Palace Guttahalli,46,RD5517292619092110,23.72,,,,
auto,2024-07-11,08:51:20,completed,Malleshwaram 5th Block,Jayanagar 5th Block East,69,RD6075161212137135,5.0,851.65,6.03,857.68,QR scan
bike,2024-07-18,00:41:20,completed,Sadashivanagar,Hebbal Vidyaranyapura,63,RD2615089957679710,47.27,547.0,2.13,549.13,Paytm
bike,2024-07-20,06:47:20,cancelled,Shivajinagar,Cubbon Park,76,RD7312073343551933,17.91,,,,
auto,2024-07-11,22:28:20,cancelled,Electronic City North,HSR Layout Sector 7 South,25,RD7721435684401031,17.15,,,,
parcel,2024-07-21,19:10:20,completed,Sanjay Nagar,Nandi Hills,16,RD7640426171380324,13.83,485.32,3.11,488.43,Cash
auto,2024-07-23,13:18:20,cancelled,Tumkur Road,Indiranagar 7th Stage,57,RD5457931944381853,24.96,,,,
cab economy,2024-06-24,20:54:20,cancelled,Malleshwaram 4th Block,Malleshwaram West,13,RD2126679473609863,5.07,,,,
bike lite,2024-07-21,18:31:20,cancelled,Marathahalli,MG Road Mayo Hall,106,RD7122445046994214,38.02,,,,
parcel,2024-07-08,18:27:20,cancelled,MG Road East,Malleshwaram South,75,RD4243353540960780,1.44,,,,
bike lite,2024-06-29,11:11:20,completed,HSR Layout Sector 10 South,Hebbal,71,RD9767744894146626,23.6,789.24,12.14,801.38,GPay
cab premium,2024-07-22,11:15:20,completed,Electronic City Central,Whitefield Borewell Road,12,RD3545558367331319,29.47,989.11,25.14,1014.25,Cash
cab economy,2024-07-22,07:15:20,cancelled,Koramangala 10th Block,HSR Layout Sector 10,92,RD7267240632794160,22.51,,,,
bike lite,2024-07-06,15:56:20,completed,Palace Guttahalli,BTM Layout 3rd Stage,47,RD1454396139745170,31.27,860.69,9.31,870.0,Amazon Pay
bike,2024-07-03,03:48:20,completed,MG Road Symphony Theatre,Queens Road,55,RD5636132970830725,29.38,755.22,30.38,785.6,GPay
auto share,2024-07-13,05:21:20,cancelled,Murphy Town,JP Nagar Phase 7,23,RD8808998940469730,41.91,,,,
parcel,2024-07-03,22:57:20,completed,Jayanagar 7th Block East,Chamarajpet,77,RD7180964649755606,4.28,906.54,26.95,933.49,GPay
auto share,2024-07-07,08:58:20,completed,Residency Road,Koramangala North,99,RD9466798895896762,1.17,255.65,44.45,300.1,phonePy
cab premium,2024-07-04,04:44:20,cancelled,Banashankari 7th Stage,Electronic City Phase 1,28,RD6935856442454757,47.72,,,,
bike,2024-07-17,20:26:20,completed,HSR Layout Sector 9 South,MG Road Anil Kumble Circle,23,RD5651922796459410,15.45,654.41,48.72,703.13,Paytm
auto,2024-07-03,17:00:20,cancelled,Jayanagar 9th Block,Electronic City North,84,RD1555243465215827,30.72,,,,
auto,2024-06-23,08:36:20,completed,Whitefield East,HSR Layout Sector 6 South,58,RD3859356985813036,37.16,753.07,2.96,756.0300000000001,phonePy
parcel,2024-06-24,05:38:20,completed,Koramangala 2nd Block,MG Road,115,RD2677041125317983,39.61,850.18,42.2,892.38,GPay
parcel,2024-06-28,03:22:20,completed,St. Marks Road,BTM Layout 1st Stage,39,RD7177142520556371,38.16,165.05,3.74,168.79000000000002,GPay
bike,2024-07-03,23:20:20,cancelled,Shantinagar,Hebbal North,107,RD6922661919687222,20.32,,,,
auto,2024-07-15,12:08:20,completed,Marathahalli Bridge,HSR Layout Sector 10 South,10,RD7085924813234740,10.35,391.47,37.26,428.73,Paytm
bike lite,2024-06-30,21:56:20,completed,Banashankari,Malleshwaram 8th Block,52,RD8436525108516416,33.92,924.34,4.54,928.88,GPay
bike lite,2024-07-10,04:54:20,cancelled,Banashankari 8th Stage,Hebbal North,27,RD8793795961332202,11.16,,,,
auto share,2024-07-15,10:53:20,completed,HSR Layout Sector 7,Banashankari 5th Stage,103,RD2235836618021237,12.15,623.16,35.93,659.0899999999999,Cash
cab premium,2024-07-22,19:53:20,completed,Commercial Street,Nayandahalli,42,RD9314626879628688,22.28,534.94,5.92,540.86,phonePy
auto,2024-06-25,15:38:20,cancelled,HSR Layout Sector 8,Malleshwaram 5th Block,77,RD3175991642312661,11.55,,,,
parcel,2024-07-07,02:25:20,cancelled,Banashankari 2nd Stage,Indiranagar 8th Stage,56,RD3535021125544946,12.82,,,,
cab economy,2024-06-28,18:45:20,completed,Malleshwaram South,BTM Layout 2nd Stage,71,RD1431429992946326,1.65,756.32,42.68,799.0,Paytm
cab premium,2024-07-15,00:11:20,completed,HSR Layout Sector 9 South,Marathahalli Colony,90,RD7558295418133189,8.01,44.13,36.54,80.67,phonePy
auto,2024-07-16,16:23:20,completed,JP Nagar Phase 6,Indiranagar North,106,RD8355734260022195,46.86,417.98,18.58,436.56,QR scan
bike,2024-06-28,15:12:20,completed,Whitefield Immadihalli,Mysore Road,115,RD6966459727050557,19.92,994.89,33.96,1028.85,Paytm
auto,2024-07-02,20:19:20,completed,Peenya,HSR Layout Sector 5,120,RD9869438887729405,23.65,429.65,37.54,467.19,Paytm
bike,2024-06-24,19:39:20,cancelled,Indiranagar 9th Stage,Jayanagar 1st Block East,99,RD2294825298489362,17.12,,,,
auto share,2024-07-02,23:03:20,cancelled,Doddanekundi,Indiranagar 10th Stage,105,RD7743280087270144,45.3,,,,
cab premium,2024-07-02,10:14:20,completed,Mathikere,Brigade Road West,119,RD3128264134436516,20.48,676.85,21.7,698.5500000000001,Cash
cab economy,2024-07-06,22:58:20,cancelled,Indiranagar 9th Stage,Doddanekundi,13,RD6575717931280863,20.52,,,,
parcel,2024-07-20,06:56:20,cancelled,Ganganagar,Jayanagar 6th Block East,30,RD9071419319148628,42.5,,,,
parcel,2024-07-20,18:20:20,completed,Whitefield,Jayanagar,47,RD1276883304577032,17.97,438.56,27.07,465.63,phonePy
cab economy,2024-07-09,02:58:20,cancelled,Koramangala 4th Block,Nandini Layout,116,RD9909899090394869,19.2,,,,
parcel,2024-07-08,20:05:20,cancelled,Whitefield ECC Road,Lavelle Road,20,RD2030751981472470,35.8,,,,
auto share,2024-07-07,07:43:20,completed,Indiranagar 8th Stage,Bannerghatta Road,45,RD6313391153353043,24.67,378.64,16.81,395.45,phonePy
bike lite,2024-07-09,08:59:20,completed,HSR Layout Sector 10 North,Ashok Nagar,104,RD7936928375154330,4.5,778.13,45.2,823.33,phonePy
cab premium,2024-07-21,16:50:20,completed,Indiranagar 10th Stage,Brigade Road Central,116,RD5739454769557661,18.84,534.59,5.51,540.1,Paytm
parcel,2024-07-23,08:38:20,completed,Nayandahalli,Malleshwaram 9th Block,35,RD3629029326582416,40.76,927.39,8.42,935.81,GPay
cab premium,2024-07-05,02:25:20,completed,HSR Layout Sector 4,Marathahalli South,89,RD8374408741805901,22.29,880.67,39.07,919.74,Amazon Pay
parcel,2024-07-02,09:06:20,cancelled,Bagmane Tech Park,Brigade Road Richmond Road,103,RD1357878987550894,17.82,,,,
cab premium,2024-06-26,18:36:20,completed,JP Nagar Phase 9,Banashankari 6th Stage,51,RD4546975830469790,24.64,369.14,10.92,380.06,Amazon Pay
bike lite,2024-07-13,19:31:20,completed,Brigade Road Mota Royal Arcade,Malleshwaram South,116,RD7108183282551365,4.56,457.1,39.01,496.11,QR scan
bike lite,2024-07-15,05:23:20,completed,Marathahalli Bridge,Electronic City Central,65,RD4326184669618824,45.94,198.12,6.93,205.05,phonePy
auto,2024-07-02,21:54:20,cancelled,Marathahalli Main Road,Yelahanka Old Town,102,RD9641262574126917,43.64,,,,
parcel,2024-07-07,19:07:20,completed,Electronic City,Koramangala 5th Block,115,RD3338303616190790,13.42,560.29,41.48,601.77,phonePy
auto,2024-07-06,00:03:20,completed,Hebbal Amruthahalli,Indiranagar 6th Stage,94,RD1406920470743836,11.4,917.03,45.46,962.49,GPay
auto share,2024-07-01,13:28:20,completed,HSR Layout Sector 8 North,HSR Layout Sector 1 South,63,RD8845177421779864,22.71,408.33,48.92,457.25,Cash
parcel,2024-07-08,01:15:20,completed,Chamarajpet,HSR Layout Sector 10,43,RD7862501807315567,13.71,804.1,13.49,817.59,phonePy
bike lite,2024-06-28,00:46:20,cancelled,HSR Layout Sector 2,JP Nagar 1st Phase,111,RD2416601139670148,49.39,,,,
bike,2024-07-16,21:25:20,completed,Brigade Road West,St. Marks Road,79,RD5839942455059387,45.6,812.14,44.81,856.95,Cash
auto,2024-06-27,12:01:20,completed,HSR Layout Sector 10 North,Koramangala 2nd Block,80,RD9162054766211093,23.81,86.44,40.56,127.0,QR scan
cab economy,2024-07-15,14:58:20,cancelled,MG Road Trinity Circle,HSR Layout Sector 8 South,36,RD7435621526694735,28.27,,,,
cab premium,2024-07-14,02:45:20,cancelled,Koramangala 10th Block,Brigade Road Richmond Road,25,RD2142264949304501,10.4,,,,
cab premium,2024-07-09,03:52:20,completed,Jayanagar 4th Block East,Indiranagar East,27,RD7145333908467103,21.43,631.27,43.41,674.68,phonePy
cab premium,2024-06-25,03:59:20,completed,Tumkur Road,Malleshwaram 7th Block,46,RD7164386296000580,2.61,799.83,2.16,801.99,Amazon Pay
cab premium,2024-07-09,15:54:20,completed,Infantry Road,Jayanagar 7th Block,29,RD3475769454987344,22.66,352.5,6.76,359.26,Paytm
cab premium,2024-07-23,10:26:20,cancelled,Brigade Road,Lalbagh,110,RD3687065791270297,3.74,,,,
cab premium,2024-07-14,05:41:20,cancelled,Neelasandra,HSR Layout Sector 5 South,39,RD6255185371635920,5.92,,,,
bike,2024-07-03,12:06:20,completed,Malleshwaram West,Rajajinagar 2nd Block,79,RD1225820850921108,37.55,725.23,11.25,736.48,phonePy
auto share,2024-07-16,06:59:20,completed,JP Nagar Phase 7,Banashankari 2nd Stage,68,RD6996358028833578,33.05,353.5,49.47,402.97,QR scan
auto,2024-06-25,15:52:20,cancelled,Banashankari 1st Stage,Koramangala 10th Block,33,RD5337797262675008,34.88,,,,
cab premium,2024-07-03,18:39:20,cancelled,Whitefield Varthur Road,MG Road Brigade Road,26,RD7063001915364838,3.61,,,,
cab economy,2024-07-09,07:27:20,cancelled,Kalyan Nagar,Indiranagar North,22,RD8531531874362593,11.64,,,,
cab economy,2024-07-16,23:17:20,cancelled,Mathikere,Marathahalli Bridge,60,RD4457871679521025,18.14,,,,
bike,2024-06-25,15:34:20,cancelled,Indiranagar Central,Brigade Road Central,67,RD7614238704383743,1.24,,,,
auto,2024-07-06,04:26:20,cancelled,Bagmane Tech Park,Peenya,109,RD8908518926107189,24.3,,,,
